original r_id,species_index,reaction_index,source,target,directed_stoichiometric_value
ROCARO45,180,279,R279,FURANONE,0.3659
ROCARO45,127,279,R279,DCB1,0.5488
ROCARO55,146,280,XYLP,R280,-1.0
ROCARO55,26,280,MO2,R280,-1.0
ROCARO55,90,280,R280,HCHO,0.68
ROCARO55,187,280,R280,HO2,1.3218
ROCARO55,224,280,R280,MOH,0.32
ROCARO55,51,280,R280,BALD,0.0482
ROCARO55,183,280,R280,GLY,0.7043
ROCARO55,106,280,R280,MGLY,0.2475
ROCARO55,180,280,R280,FURANONE,0.3522
ROCARO55,108,280,R280,DCB2,0.5996
ROCARO65,65,281,EBZP,R281,-1.0
ROCARO65,26,281,MO2,R281,-1.0
ROCARO65,90,281,R281,HCHO,0.68
ROCARO65,187,281,R281,HO2,1.2846
ROCARO65,224,281,R281,MOH,0.32
ROCARO65,51,281,R281,BALD,0.0854
ROCARO65,183,281,R281,GLY,0.5488
ROCARO65,106,281,R281,MGLY,0.3659
ROCARO65,180,281,R281,FURANONE,0.4573
ROCARO65,108,281,R281,DCB2,0.4573
R264,11,282,ISOP,R282,-1.0
R264,26,282,MO2,R282,-1.0
R264,187,282,R282,HO2,1.0
R264,90,282,R282,HCHO,1.31
R264,138,282,R282,MACR,0.159
R264,113,282,R282,MVK,0.25
R264,224,282,R282,MOH,0.25
R264,140,282,R282,ROH,0.25
R264,190,282,R282,ALD,0.023
R264,183,282,R282,GLY,0.018
R264,57,282,R282,HKET,0.016
R265,18,283,APIP1,R283,-1.0
R265,26,283,MO2,R283,-1.0
R265,90,283,R283,HCHO,1.0295
R265,171,283,R283,LIMAL,0.2205
R265,154,283,R283,PINAL,0.273
R265,190,283,R283,ALD,0.2385
R265,77,283,R283,OPB,0.0845
R265,224,283,R283,MOH,0.1105
R265,188,283,R283,KET,0.1835
R265,5,283,R283,ACT,0.067
R265,187,283,R283,HO2,1.279
TRP29,161,284,APIP2,R284,-1.0
TRP29,26,284,MO2,R284,-1.0
TRP29,187,284,R284,HO2,1.0
TRP29,90,284,R284,HCHO,0.75
TRP29,224,284,R284,MOH,0.25
TRP29,135,284,R284,VHOM,1.0
TRP30,112,285,APINP1,R285,-1.0
TRP30,26,285,MO2,R285,-1.0
TRP30,176,285,R285,VTRPN,0.341
TRP30,90,285,R285,HCHO,0.964
TRP30,224,285,R285,MOH,0.043
TRP30,187,285,R285,HO2,0.918
TRP30,56,285,R285,NO2,0.659
TRP30,154,285,R285,PINAL,0.533
TRP30,188,285,R285,KET,0.007
TRP30,190,285,R285,ALD,0.119
TRP31,178,286,APINP2,R286,-1.0
TRP31,26,286,MO2,R286,-1.0
TRP31,187,286,R286,HO2,0.75
TRP31,56,286,R286,NO2,0.75
TRP31,224,286,R286,MOH,0.25
TRP31,90,286,R286,HCHO,0.75
TRP31,135,286,R286,VHOM,1.0
R266,34,287,LIMP1,R287,-1.0
R266,26,287,MO2,R287,-1.0
R266,224,287,R287,MOH,0.25
R266,171,287,R287,LIMAL,1.0
R266,90,287,R287,HCHO,1.03
R266,187,287,R287,HO2,1.0
TRP32,103,288,LIMP2,R288,-1.0
TRP32,26,288,MO2,R288,-1.0
TRP32,187,288,R288,HO2,1.0
TRP32,90,288,R288,HCHO,0.75
TRP32,224,288,R288,MOH,0.25
TRP32,135,288,R288,VHOM,1.0
TRP33,191,289,LIMNP1,R289,-1.0
TRP33,26,289,MO2,R289,-1.0
TRP33,176,289,R289,VTRPN,0.69
TRP33,90,289,R289,HCHO,0.91
TRP33,224,289,R289,MOH,0.09
TRP33,187,289,R289,HO2,1.01
TRP33,171,289,R289,LIMAL,0.31
TRP33,56,289,R289,NO2,0.31
TRP34,54,290,LIMNP2,R290,-1.0
TRP34,26,290,MO2,R290,-1.0
TRP34,187,290,R290,HO2,0.75
TRP34,90,290,R290,HCHO,0.75
TRP34,56,290,R290,NO2,0.75
TRP34,224,290,R290,MOH,0.25
TRP34,135,290,R290,VHOM,1.0
R267,30,291,ACO3,R291,-1.0
R267,26,291,MO2,R291,-1.0
R267,187,291,R291,HO2,0.9
R267,26,291,R291,MO2,0.9
R267,207,291,R291,CO2,0.9
R267,90,291,R291,HCHO,1.0
R267,177,291,R291,ORA2,0.1
R268,173,292,RCO3,R292,-1.0
R268,26,292,MO2,R292,-1.0
R268,187,292,R292,HO2,0.9
R268,26,292,R292,MO2,0.9
R268,207,292,R292,CO2,0.4
R268,90,292,R292,HCHO,1.0
R268,177,292,R292,ORA2,0.1
R269,208,293,ACTP,R293,-1.0
R269,26,293,MO2,R293,-1.0
R269,187,293,R293,HO2,0.5
R269,30,293,R293,ACO3,0.5
R269,90,293,R293,HCHO,1.5
R269,224,293,R293,MOH,0.25
R269,140,293,R293,ROH,0.25
R269,177,293,R293,ORA2,0.125
R270,202,294,MEKP,R294,-1.0
R270,26,294,MO2,R294,-1.0
R270,187,294,R294,HO2,0.834
R270,90,294,R294,HCHO,1.0
R270,127,294,R294,DCB1,0.334
R270,224,294,R294,MOH,0.25
R270,140,294,R294,ROH,0.25
R271,148,295,KETP,R295,-1.0
R271,26,295,MO2,R295,-1.0
R271,187,295,R295,HO2,1.0
R271,90,295,R295,HCHO,0.75
R271,127,295,R295,DCB1,0.5
R271,224,295,R295,MOH,0.25
R271,140,295,R295,ROH,0.25
R272,82,296,MACP,R296,-1.0
R272,26,296,MO2,R296,-1.0
R272,187,296,R296,HO2,0.5
R272,30,296,R296,ACO3,0.269
R272,97,296,R296,CO,0.5
R272,90,296,R296,HCHO,1.66
R272,177,296,R296,ORA2,0.067
R272,26,296,R296,MO2,0.25
R272,224,296,R296,MOH,0.25
R272,140,296,R296,ROH,0.25
R273,170,297,MCP,R297,-1.0
R273,26,297,MO2,R297,-1.0
R273,187,297,R297,HO2,1.0
R273,90,297,R297,HCHO,1.5
R273,57,297,R297,HKET,0.5
R273,224,297,R297,MOH,0.25
R273,140,297,R297,ROH,0.25
R274,67,298,MVKP,R298,-1.0
R274,26,298,MO2,R298,-1.0
R274,187,298,R298,HO2,1.0
R274,30,298,R298,ACO3,1.16
R274,110,298,R298,XO2,1.16
R274,90,298,R298,HCHO,1.5
R274,190,298,R298,ALD,1.75
R274,106,298,R298,MGLY,0.5
R274,224,298,R298,MOH,0.25
R274,140,298,R298,ROH,0.25
R274,177,298,R298,ORA2,0.292
R275,74,299,UALP,R299,-1.0
R275,26,299,MO2,R299,-1.0
R275,187,299,R299,HO2,1.0
R275,97,299,R299,CO,0.305
R275,90,299,R299,HCHO,0.773
R275,190,299,R299,ALD,0.203
R275,188,299,R299,KET,0.525
R275,183,299,R299,GLY,0.135
R275,106,299,R299,MGLY,0.105
R275,224,299,R299,MOH,0.25
R275,140,299,R299,ROH,0.25
R276,91,300,BALP,R300,-1.0
R276,26,300,MO2,R300,-1.0
R276,187,300,R300,HO2,1.0
R276,89,300,R300,BAL1,1.0
R276,90,300,R300,HCHO,1.0
R276,207,300,R300,CO2,1.0
R277,89,301,BAL1,R301,-1.0
R277,26,301,MO2,R301,-1.0
R277,187,301,R301,HO2,1.0
R277,129,301,R301,BAL2,1.0
R277,90,301,R301,HCHO,1.0
R278,200,302,ADDC,R302,-1.0
R278,26,302,MO2,R302,-1.0
R278,187,302,R302,HO2,2.0
R278,90,302,R302,HCHO,1.0
R278,57,302,R302,HKET,0.32
R278,183,302,R302,GLY,0.68
R278,124,302,R302,OP2,0.68
R279,179,303,MCTP,R303,-1.0
R279,26,303,MO2,R303,-1.0
R279,187,303,R303,HO2,1.0
R279,217,303,R303,MCTO,1.0
R279,90,303,R303,HCHO,1.0
R280,20,304,ORAP,R304,-1.0
R280,26,304,MO2,R304,-1.0
R280,90,304,R304,HCHO,1.0
R280,187,304,R304,HO2,1.0
R280,183,304,R304,GLY,1.0
R281,80,305,OLNN,R305,-1.0
R281,26,305,MO2,R305,-1.0
R281,187,305,R305,HO2,2.0
R281,90,305,R305,HCHO,1.0
R281,203,305,R305,ONIT,1.0
R282,125,306,OLND,R306,-1.0
R282,26,306,MO2,R306,-1.0
R282,187,306,R306,HO2,0.5
R282,56,306,R306,NO2,0.5
R282,90,306,R306,HCHO,0.965
R282,190,306,R306,ALD,0.93
R282,188,306,R306,KET,0.348
R282,224,306,R306,MOH,0.25
R282,140,306,R306,ROH,0.25
R282,203,306,R306,ONIT,0.5
R283,105,307,ADCN,R307,-1.0
R283,26,307,MO2,R307,-1.0
R283,187,307,R307,HO2,1.0
R283,56,307,R307,NO2,0.7
R283,90,307,R307,HCHO,1.0
R283,183,307,R307,GLY,0.7
R283,124,307,R307,OP2,0.7
R283,203,307,R307,ONIT,0.3
R284,110,308,XO2,R308,-1.0
R284,26,308,MO2,R308,-1.0
R284,187,308,R308,HO2,1.0
R284,90,308,R308,HCHO,1.0
R285,32,309,ETHP,R309,-1.0
R285,30,309,ACO3,R309,-1.0
R285,187,309,R309,HO2,0.5
R285,26,309,R309,MO2,0.5
R285,186,309,R309,ACD,1.0
R285,177,309,R309,ORA2,0.5
R285,207,309,R309,CO2,0.5
R286,116,310,HC3P,R310,-1.0
R286,30,310,ACO3,R310,-1.0
R286,187,310,R310,HO2,0.394
R286,26,310,R310,MO2,0.58
R286,32,310,R310,ETHP,0.026
R286,110,310,R310,XO2,0.026
R286,90,310,R310,HCHO,0.13
R286,190,310,R310,ALD,0.273
R286,188,310,R310,KET,0.662
R286,183,310,R310,GLY,0.067
R286,177,310,R310,ORA2,0.5
R286,207,310,R310,CO2,0.5
R287,149,311,HC5P,R311,-1.0
R287,30,311,ACO3,R311,-1.0
R287,187,311,R311,HO2,0.342
R287,26,311,R311,MO2,0.518
R287,32,311,R311,ETHP,0.14
R287,110,311,R311,XO2,0.191
R287,90,311,R311,HCHO,0.042
R287,190,311,R311,ALD,0.381
R287,188,311,R311,KET,0.824
R287,177,311,R311,ORA2,0.5
R287,207,311,R311,CO2,0.5
R289,212,312,ETEP,R312,-1.0
R289,30,312,ACO3,R312,-1.0
R289,187,312,R312,HO2,0.5
R289,26,312,R312,MO2,0.5
R289,90,312,R312,HCHO,1.6
R289,186,312,R312,ACD,0.2
R289,177,312,R312,ORA2,0.5
R289,207,312,R312,CO2,0.5
R290,168,313,OLTP,R313,-1.0
R290,30,313,ACO3,R313,-1.0
R290,187,313,R313,HO2,0.5
R290,26,313,R313,MO2,0.5
R290,90,313,R313,HCHO,1.0
R290,190,313,R313,ALD,0.94
R290,188,313,R313,KET,0.06
R290,177,313,R313,ORA2,0.5
R290,207,313,R313,CO2,0.5
R291,164,314,OLIP,R314,-1.0
R291,30,314,ACO3,R314,-1.0
R291,187,314,R314,HO2,0.5
R291,26,314,R314,MO2,0.5
R291,190,314,R314,ALD,1.71
R291,188,314,R314,KET,0.29
R291,177,314,R314,ORA2,0.5
R291,207,314,R314,CO2,0.5
ROCARO36,136,315,BENP,R315,-1.0
ROCARO36,30,315,ACO3,R315,-1.0
ROCARO36,26,315,R315,MO2,0.7
ROCARO36,187,315,R315,HO2,1.0
ROCARO36,177,315,R315,ORA2,0.3
ROCARO36,51,315,R315,BALD,0.0
ROCARO36,183,315,R315,GLY,1.0
ROCARO36,180,315,R315,FURANONE,0.5
ROCARO36,108,315,R315,DCB2,0.25
ROCARO36,115,315,R315,DCB3,0.25
ROCARO36,207,315,R315,CO2,0.7
ROCARO46,66,316,TOLP,R316,-1.0
ROCARO46,30,316,ACO3,R316,-1.0
ROCARO46,26,316,R316,MO2,0.7
ROCARO46,187,316,R316,HO2,0.9146
ROCARO46,177,316,R316,ORA2,0.3
ROCARO46,51,316,R316,BALD,0.0854
ROCARO46,183,316,R316,GLY,0.5488
ROCARO46,106,316,R316,MGLY,0.3659
ROCARO46,180,316,R316,FURANONE,0.3659
ROCARO46,127,316,R316,DCB1,0.5488
ROCARO46,207,316,R316,CO2,0.7
ROCARO56,146,317,XYLP,R317,-1.0
ROCARO56,30,317,ACO3,R317,-1.0
ROCARO56,26,317,R317,MO2,0.7
ROCARO56,187,317,R317,HO2,0.9518
ROCARO56,177,317,R317,ORA2,0.3
ROCARO56,51,317,R317,BALD,0.0482
ROCARO56,183,317,R317,GLY,0.7043
ROCARO56,106,317,R317,MGLY,0.2475
ROCARO56,180,317,R317,FURANONE,0.3522
ROCARO56,108,317,R317,DCB2,0.5996
ROCARO56,207,317,R317,CO2,0.7
ROCARO66,65,318,EBZP,R318,-1.0
ROCARO66,30,318,ACO3,R318,-1.0
ROCARO66,26,318,R318,MO2,0.7
ROCARO66,187,318,R318,HO2,0.9146
ROCARO66,177,318,R318,ORA2,0.3
ROCARO66,51,318,R318,BALD,0.0854
ROCARO66,183,318,R318,GLY,0.5488
ROCARO66,106,318,R318,MGLY,0.3659
ROCARO66,180,318,R318,FURANONE,0.4573
ROCARO66,108,318,R318,DCB2,0.4573
ROCARO66,207,318,R318,CO2,0.7
R300,11,319,ISOP,R319,-1.0
R300,30,319,ACO3,R319,-1.0
R300,187,319,R319,HO2,0.5
R300,26,319,R319,MO2,0.5
R300,90,319,R319,HCHO,1.048
R300,138,319,R319,MACR,0.219
R300,113,319,R319,MVK,0.305
R300,177,319,R319,ORA2,0.5
R300,207,319,R319,CO2,0.5
R301,18,320,APIP1,R320,-1.0
R301,30,320,ACO3,R320,-1.0
R301,154,320,R320,PINAL,0.2535
R301,190,320,R320,ALD,0.371
R301,77,320,R320,OPB,0.091
R301,5,320,R320,ACT,0.1165
R301,171,320,R320,LIMAL,0.1725
R301,90,320,R320,HCHO,0.403
R301,187,320,R320,HO2,1.0
R301,26,320,R320,MO2,1.0
R301,188,320,R320,KET,0.112
R301,207,320,R320,CO2,0.5
TRP35,161,321,APIP2,R321,-1.0
TRP35,30,321,ACO3,R321,-1.0
TRP35,182,321,R321,HO,0.5
TRP35,26,321,R321,MO2,0.5
TRP35,177,321,R321,ORA2,0.5
TRP35,135,321,R321,VHOM,1.0
TRP35,207,321,R321,CO2,0.5
TRP36,112,322,APINP1,R322,-1.0
TRP36,30,322,ACO3,R322,-1.0
TRP36,56,322,R322,NO2,0.825
TRP36,154,322,R322,PINAL,0.65
TRP36,26,322,R322,MO2,1.0
TRP36,176,322,R322,VTRPN,0.175
TRP36,190,322,R322,ALD,0.168
TRP36,188,322,R322,KET,0.007
TRP36,90,322,R322,HCHO,0.007
TRP36,187,322,R322,HO2,0.175
TRP36,207,322,R322,CO2,0.5
TRP37,178,323,APINP2,R323,-1.0
TRP37,30,323,ACO3,R323,-1.0
TRP37,56,323,R323,NO2,0.5
TRP37,26,323,R323,MO2,0.5
TRP37,177,323,R323,ORA2,0.5
TRP37,135,323,R323,VHOM,1.0
TRP37,207,323,R323,CO2,0.5
R302,34,324,LIMP1,R324,-1.0
R302,30,324,ACO3,R324,-1.0
R302,171,324,R324,LIMAL,1.0
R302,90,324,R324,HCHO,0.56
R302,187,324,R324,HO2,1.0
R302,26,324,R324,MO2,1.0
R302,207,324,R324,CO2,1.0
TRP38,103,325,LIMP2,R325,-1.0
TRP38,30,325,ACO3,R325,-1.0
TRP38,182,325,R325,HO,0.5
TRP38,26,325,R325,MO2,0.5
TRP38,177,325,R325,ORA2,0.5
TRP38,135,325,R325,VHOM,1.0
TRP38,207,325,R325,CO2,0.5
TRP39,191,326,LIMNP1,R326,-1.0
TRP39,30,326,ACO3,R326,-1.0
TRP39,26,326,R326,MO2,1.0
TRP39,56,326,R326,NO2,0.46
TRP39,171,326,R326,LIMAL,0.46
TRP39,176,326,R326,VTRPN,0.54
TRP39,187,326,R326,HO2,0.54
TRP39,207,326,R326,CO2,1.0
TRP40,54,327,LIMNP2,R327,-1.0
TRP40,30,327,ACO3,R327,-1.0
TRP40,26,327,R327,MO2,0.5
TRP40,56,327,R327,NO2,0.5
TRP40,177,327,R327,ORA2,0.5
TRP40,135,327,R327,VHOM,1.0
TRP40,207,327,R327,CO2,0.5
R303,30,328,ACO3,R328,-1.0
R303,30,328,ACO3,R328,-1.0
R303,26,328,R328,MO2,2.0
R303,207,328,R328,CO2,2.0
R304,173,329,RCO3,R329,-1.0
R304,30,329,ACO3,R329,-1.0
R304,26,329,R329,MO2,1.0
R304,32,329,R329,ETHP,1.0
R304,207,329,R329,CO2,2.0
R305,208,330,ACTP,R330,-1.0
R305,30,330,ACO3,R330,-1.0
R305,26,330,R330,MO2,0.5
R305,30,330,R330,ACO3,0.5
R305,90,330,R330,HCHO,1.0
R305,177,330,R330,ORA2,0.75
R305,207,330,R330,CO2,0.5
R306,202,331,MEKP,R331,-1.0
R306,30,331,ACO3,R331,-1.0
R306,187,331,R331,HO2,0.33
R306,26,331,R331,MO2,0.5
R306,90,331,R331,HCHO,0.33
R306,127,331,R331,DCB1,0.334
R306,177,331,R331,ORA2,0.5
R306,207,331,R331,CO2,0.5
R307,148,332,KETP,R332,-1.0
R307,30,332,ACO3,R332,-1.0
R307,187,332,R332,HO2,0.5
R307,26,332,R332,MO2,0.5
R307,127,332,R332,DCB1,0.5
R307,177,332,R332,ORA2,0.5
R307,207,332,R332,CO2,0.5
R308,82,333,MACP,R333,-1.0
R308,30,333,ACO3,R333,-1.0
R308,177,333,R333,ORA2,0.635
R308,26,333,R333,MO2,0.5
R308,30,333,R333,ACO3,0.269
R308,97,333,R333,CO,0.5
R308,90,333,R333,HCHO,1.0
R308,207,333,R333,CO2,0.5
R309,170,334,MCP,R334,-1.0
R309,30,334,ACO3,R334,-1.0
R309,187,334,R334,HO2,0.5
R309,90,334,R334,HCHO,1.0
R309,57,334,R334,HKET,0.5
R309,26,334,R334,MO2,0.5
R309,177,334,R334,ORA2,0.5
R309,207,334,R334,CO2,0.5
R310,67,335,MVKP,R335,-1.0
R310,30,335,ACO3,R335,-1.0
R310,187,335,R335,HO2,0.5
R310,26,335,R335,MO2,0.5
R310,30,335,R335,ACO3,1.16
R310,110,335,R335,XO2,1.16
R310,90,335,R335,HCHO,1.0
R310,190,335,R335,ALD,2.3
R310,106,335,R335,MGLY,0.5
R310,177,335,R335,ORA2,1.083
R310,207,335,R335,CO2,0.5
R311,74,336,UALP,R336,-1.0
R311,30,336,ACO3,R336,-1.0
R311,187,336,R336,HO2,0.5
R311,26,336,R336,MO2,0.5
R311,97,336,R336,CO,0.5
R311,90,336,R336,HCHO,0.03
R311,190,336,R336,ALD,0.27
R311,188,336,R336,KET,0.7
R311,183,336,R336,GLY,0.18
R311,106,336,R336,MGLY,0.105
R311,177,336,R336,ORA2,0.5
R311,207,336,R336,CO2,0.5
R312,91,337,BALP,R337,-1.0
R312,30,337,ACO3,R337,-1.0
R312,26,337,R337,MO2,1.0
R312,89,337,R337,BAL1,1.0
R312,207,337,R337,CO2,2.0
R313,89,338,BAL1,R338,-1.0
R313,30,338,ACO3,R338,-1.0
R313,26,338,R338,MO2,1.0
R313,129,338,R338,BAL2,1.0
R313,207,338,R338,CO2,1.0
R314,200,339,ADDC,R339,-1.0
R314,30,339,ACO3,R339,-1.0
R314,187,339,R339,HO2,2.0
R314,26,339,R339,MO2,1.0
R314,57,339,R339,HKET,0.32
R314,183,339,R339,GLY,0.68
R314,124,339,R339,OP2,0.68
R314,207,339,R339,CO2,1.0
R315,179,340,MCTP,R340,-1.0
R315,30,340,ACO3,R340,-1.0
R315,187,340,R340,HO2,1.0
R315,26,340,R340,MO2,1.0
R315,217,340,R340,MCTO,1.0
R315,207,340,R340,CO2,1.0
R316,20,341,ORAP,R341,-1.0
R316,30,341,ACO3,R341,-1.0
R316,26,341,R341,MO2,1.0
R316,183,341,R341,GLY,1.0
R316,207,341,R341,CO2,1.0
R317,80,342,OLNN,R342,-1.0
R317,30,342,ACO3,R342,-1.0
R317,187,342,R342,HO2,1.0
R317,26,342,R342,MO2,1.0
R317,203,342,R342,ONIT,1.0
R318,125,343,OLND,R343,-1.0
R318,30,343,ACO3,R343,-1.0
R318,26,343,R343,MO2,0.5
R318,56,343,R343,NO2,1.0
R318,90,343,R343,HCHO,0.287
R318,190,343,R343,ALD,1.24
R318,188,343,R343,KET,0.464
R318,177,343,R343,ORA2,0.5
R318,207,343,R343,CO2,0.5
R319,105,344,ADCN,R344,-1.0
R319,30,344,ACO3,R344,-1.0
R319,187,344,R344,HO2,1.0
R319,26,344,R344,MO2,1.0
R319,56,344,R344,NO2,0.7
R319,183,344,R344,GLY,0.7
R319,124,344,R344,OP2,0.7
R319,203,344,R344,ONIT,0.3
R319,207,344,R344,CO2,1.0
R320,110,345,XO2,R345,-1.0
R320,30,345,ACO3,R345,-1.0
R320,26,345,R345,MO2,1.0
R320,207,345,R345,CO2,1.0
R321,173,346,RCO3,R346,-1.0
R321,173,346,RCO3,R346,-1.0
R321,32,346,R346,ETHP,2.0
R321,207,346,R346,CO2,2.0
R322,26,347,MO2,R347,-1.0
R322,122,347,NO3,R347,-1.0
R322,187,347,R347,HO2,1.0
R322,90,347,R347,HCHO,1.0
R322,56,347,R347,NO2,1.0
R323,32,348,ETHP,R348,-1.0
R323,122,348,NO3,R348,-1.0
R323,187,348,R348,HO2,1.0
R323,56,348,R348,NO2,1.0
R323,186,348,R348,ACD,1.0
R324,116,349,HC3P,R349,-1.0
R324,122,349,NO3,R349,-1.0
R324,187,349,R349,HO2,0.254
R324,26,349,R349,MO2,0.14
R324,110,349,R349,XO2,0.092
R324,32,349,R349,ETHP,0.503
R324,56,349,R349,NO2,1.0
R324,186,349,R349,ACD,0.519
R324,190,349,R349,ALD,0.147
R324,94,349,R349,MEK,0.075
R324,5,349,R349,ACT,0.095
R325,149,350,HC5P,R350,-1.0
R325,122,350,NO3,R350,-1.0
R325,187,350,R350,HO2,0.488
R325,26,350,R350,MO2,0.055
R325,32,350,R350,ETHP,0.28
R325,110,350,R350,XO2,0.485
R325,56,350,R350,NO2,1.0
R325,90,350,R350,HCHO,0.024
R325,190,350,R350,ALD,0.241
R325,188,350,R350,KET,0.06
R325,94,350,R350,MEK,0.063
R325,5,350,R350,ACT,0.247
R325,186,350,R350,ACD,0.048
R325,57,350,R350,HKET,0.275
R327,212,351,ETEP,R351,-1.0
R327,122,351,NO3,R351,-1.0
R327,187,351,R351,HO2,1.0
R327,56,351,R351,NO2,1.0
R327,90,351,R351,HCHO,1.6
R327,190,351,R351,ALD,0.2
R328,168,352,OLTP,R352,-1.0
R328,122,352,NO3,R352,-1.0
R328,190,352,R352,ALD,0.47
R328,90,352,R352,HCHO,0.79
R328,187,352,R352,HO2,0.79
R328,56,352,R352,NO2,1.0
R328,94,352,R352,MEK,0.18
R328,186,352,R352,ACD,0.02
R328,5,352,R352,ACT,0.09
R329,164,353,OLIP,R353,-1.0
R329,122,353,NO3,R353,-1.0
R329,187,353,R353,HO2,0.86
R329,190,353,R353,ALD,0.72
R329,188,353,R353,KET,0.11
R329,56,353,R353,NO2,1.0
R329,5,353,R353,ACT,0.2
R329,186,353,R353,ACD,0.85
R329,57,353,R353,HKET,0.04
ROCARO34,136,354,BENP,R354,-1.0
ROCARO34,122,354,NO3,R354,-1.0
ROCARO34,56,354,R354,NO2,1.0
ROCARO34,187,354,R354,HO2,1.0
ROCARO34,51,354,R354,BALD,0.0
ROCARO34,183,354,R354,GLY,1.0
ROCARO34,180,354,R354,FURANONE,0.5
ROCARO34,108,354,R354,DCB2,0.25
ROCARO34,115,354,R354,DCB3,0.25
ROCARO44,66,355,TOLP,R355,-1.0
ROCARO44,122,355,NO3,R355,-1.0
ROCARO44,56,355,R355,NO2,1.0
ROCARO44,187,355,R355,HO2,0.9146
ROCARO44,51,355,R355,BALD,0.0854
ROCARO44,183,355,R355,GLY,0.5488
ROCARO44,106,355,R355,MGLY,0.3659
ROCARO44,180,355,R355,FURANONE,0.3659
ROCARO44,127,355,R355,DCB1,0.5488
ROCARO54,146,356,XYLP,R356,-1.0
ROCARO54,122,356,NO3,R356,-1.0
ROCARO54,56,356,R356,NO2,1.0
ROCARO54,187,356,R356,HO2,0.9518
ROCARO54,51,356,R356,BALD,0.0482
ROCARO54,183,356,R356,GLY,0.7043
ROCARO54,106,356,R356,MGLY,0.2475
ROCARO54,180,356,R356,FURANONE,0.3522
ROCARO54,108,356,R356,DCB2,0.5996
ROCARO64,65,357,EBZP,R357,-1.0
ROCARO64,122,357,NO3,R357,-1.0
ROCARO64,56,357,R357,NO2,1.0
ROCARO64,187,357,R357,HO2,0.9146
ROCARO64,51,357,R357,BALD,0.0854
ROCARO64,183,357,R357,GLY,0.5488
ROCARO64,106,357,R357,MGLY,0.3659
ROCARO64,180,357,R357,FURANONE,0.4573
ROCARO64,108,357,R357,DCB2,0.4573
R338,11,358,ISOP,R358,-1.0
R338,122,358,NO3,R358,-1.0
R338,187,358,R358,HO2,1.0
R338,56,358,R358,NO2,1.0
R338,90,358,R358,HCHO,0.75
R338,138,358,R358,MACR,0.318
R338,113,358,R358,MVK,0.5
R338,183,358,R358,GLY,0.024
R338,57,358,R358,HKET,0.033
R338,190,358,R358,ALD,0.031
R339,18,359,APIP1,R359,-1.0
R339,122,359,NO3,R359,-1.0
R339,56,359,R359,NO2,1.0
R339,187,359,R359,HO2,1.0
R339,154,359,R359,PINAL,0.2535
R339,190,359,R359,ALD,0.371
R339,5,359,R359,ACT,0.1165
R339,171,359,R359,LIMAL,0.1725
R339,90,359,R359,HCHO,0.403
R339,77,359,R359,OPB,0.091
R339,188,359,R359,KET,0.112
R340,34,360,LIMP1,R360,-1.0
R340,122,360,NO3,R360,-1.0
R340,187,360,R360,HO2,1.0
R340,56,360,R360,NO2,1.0
R340,171,360,R360,LIMAL,1.0
R340,90,360,R360,HCHO,0.56
TRP53,112,361,APINP1,R361,-1.0
TRP53,122,361,NO3,R361,-1.0
TRP53,56,361,R361,NO2,1.825
TRP53,154,361,R361,PINAL,0.65
TRP53,176,361,R361,VTRPN,0.175
TRP53,190,361,R361,ALD,0.168
TRP53,188,361,R361,KET,0.007
TRP53,90,361,R361,HCHO,0.007
TRP53,187,361,R361,HO2,0.175
TRP54,191,362,LIMNP1,R362,-1.0
TRP54,122,362,NO3,R362,-1.0
TRP54,56,362,R362,NO2,1.46
TRP54,171,362,R362,LIMAL,0.46
TRP54,176,362,R362,VTRPN,0.54
TRP54,187,362,R362,HO2,0.54
R341,30,363,ACO3,R363,-1.0
R341,122,363,NO3,R363,-1.0
R341,26,363,R363,MO2,1.0
R341,56,363,R363,NO2,1.0
R341,207,363,R363,CO2,1.0
R342,173,364,RCO3,R364,-1.0
R342,122,364,NO3,R364,-1.0
R342,32,364,R364,ETHP,1.0
R342,56,364,R364,NO2,1.0
R343,208,365,ACTP,R365,-1.0
R343,122,365,NO3,R365,-1.0
R343,30,365,R365,ACO3,1.0
R343,56,365,R365,NO2,1.0
R343,90,365,R365,HCHO,1.0
R344,202,366,MEKP,R366,-1.0
R344,122,366,NO3,R366,-1.0
R344,187,366,R366,HO2,0.67
R344,56,366,R366,NO2,1.0
R344,90,366,R366,HCHO,0.33
R344,127,366,R366,DCB1,0.67
R345,148,367,KETP,R367,-1.0
R345,122,367,NO3,R367,-1.0
R345,187,367,R367,HO2,1.0
R345,56,367,R367,NO2,1.0
R345,127,367,R367,DCB1,1.0
R346,82,368,MACP,R368,-1.0
R346,122,368,NO3,R368,-1.0
R346,90,368,R368,HCHO,1.0
R346,30,368,R368,ACO3,0.538
R346,97,368,R368,CO,1.0
R346,56,368,R368,NO2,1.0
R347,170,369,MCP,R369,-1.0
R347,122,369,NO3,R369,-1.0
R347,56,369,R369,NO2,1.0
R347,187,369,R369,HO2,1.0
R347,90,369,R369,HCHO,1.0
R347,57,369,R369,HKET,1.0
R348,67,370,MVKP,R370,-1.0
R348,122,370,NO3,R370,-1.0
R348,187,370,R370,HO2,0.3
R348,30,370,R370,ACO3,0.7
R348,110,370,R370,XO2,0.7
R348,56,370,R370,NO2,1.0
R348,90,370,R370,HCHO,0.3
R348,190,370,R370,ALD,0.7
